,name,icon_href,date,text,stars,answer
325,Наталья Ястрожемская,https://avatars.mds.yandex.net/get-yapic/47747/0l-1/islands-68,1736369807.163,"Жили в номере 1517 в период с 30.12 по 04.01. Вид из номера на миллион, оснащение номера и стилистика - супер. Только не работал подогрев пола, но он не нужен был в принципе.
Уборка номеров - отсутствовала все эти дни полностью, горничная постоянно не успевала до нашего номера добраться, уборку произвели только после скандала с ресепшен. Уборкой здесь называется замена белья и полотенец, добавление мыльных принадлежностей и вынос мусора. Влажная и сухая уборка отсутствует - это огромный минус.
Мини-бар в номере за отдельную стоимость , но поразило другое - перед выездом у нас его пытались забрать из комнаты якобы для расчета стоимости для оплаты при выезде 🤣 Вы серьезно? Это 5*, это конские ценники на проживание и Вы мелочитесь на такую фигню - это жесть.
Трансфер от отеля - это дичь! 30.12 в Симферополе на вокзале нас встретили вовремя, водитель на Камри (бизнес) одет не по форме, сев в машину мы обозначили, что очень жарко в салоне (+26 градусов), попросили снизить температуру, но всю поездку 1,5 часа по-прежнему было жарко, водитель очень опасно водил - выехать на скорости 100+ км/ч на встречную полосу, резко тормозить на серпантине и прочие ‘радости’ вождения непозволительны, когда ты везешь пассажиров, так же непозволительно слушать кальянную музыку на такой громкости, что закладывает уши не от перепада высот, а от мощности звука. Передав эту информацию консьержу, нам принесли извинения и сообщили, что из-за массового потока на трансфер - отель не справляется, поэтому призвали подрядчика. 🫣 Ребят, трансфер стоил 7500 руб - за эти деньги мы получаем такой сервис и извините, поймите нас и все в этом духе. Это такое неуважение к гостям, что даже в отелях классом ниже себя такое не позволяют. На обратный путь так же был оплачен трансфер, нам выделили водителя уже из Мрии, водитель Тимофей - спасибо! Очень комфортно, быстро и безопасно доехали! Побольше бы таких добросовестных сотрудников в Мрию!
Территория отеля - красиво, ухожено, видно что вложено много сил и денег. Смутило только то, что в японском саду шумно от отдыхающих людей на виллах (неадекватная громкая музыка из колонок).
По территории можно передвигаться на карах, которые удобно заказать от локации до локации через сайт или приложение (бесплатно).
Рум сервис - сервисом это назвать нельзя, заказывали ко времени сырную тарелку, бокалы и лед, все принесли вовремя, о качестве сыра и подаче писать не стану (это слезы), но опять же возмущает другое - на следующий день, при нажатой кнопке ‘не беспокоить’ в номере, к нам постучал рум сервис для забора посуды 😳 чего? К чему такая срочность? Не хватает бокалов или опять боязнь, что мы что-то украдем? 😳
Развлечения в отеле вне анимаций - платные, если хочешь на винодельню - плати, хочешь в купели - плати, если хочешь в дримвуд - плати. Можно же для отдыхающих в отеле сделать хоть комплиментарную скидку на этот досуг?! Бесплатно посещение саун и бассейнов, сауны сильно уставшие и маленькие для такого потока желающих.
Еда - в ресторане Азур был постоянный аншлаг, официанты не справлялись, поток гостей большой, можно было по 15 минут ходить по залам и искать свободное место для приема пищи, администрация/менеджеры ресторана никак не помогали гостям в решении вопросов, просто гуляли с важным видом. Голодными не останетесь, еды много, но разнообразнее столы в первые часы, далее многие позиции убираются, так как не хватает на всех.
Контингент отдыхающих - семьи с маленькими детьми и пенсионеры. 
Впечатление о Мрии осталось 50/50, за такую цену мы больше не приедем, вряд ли посоветую кому-либо еще из своего окружения. Могу посоветовать только в несезон а-ля март за меньший прайс. 
Цена и качество в этом отеле не совпали. Необходимо менять менеджеров в каждом отделе, наводить порядок в структуре управления таким большим предприятием.",3.0,"Уважаемая Наталья!

Благодарим Вас за выбор нашего отеля.

Прежде всего, разрешите поблагодарить Вас за то, что нашли время и поделились с нами отзывом о Вашем пребывании. Искренне жаль, что Вам не удалось в полной мере насладиться отдыхом у нас. Для нас очень важно получать объективную обратную связь от наших гостей для улучшения сервиса. Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления.

В первую очередь позвольте принести Вам извинения за техническое состояние номера - Ваши комментарии были незамедлительно направлены руководителю соответсвующего департамента. Информация внесена в общий план по реновации. 

Нам также очень жаль, что качество уборки в номере не соответствовало Вашим ожиданиям – руководителю соответствующего департамента направлены комментарии в работу, с сотрудниками будут проведены разъяснительные беседы, а также организованы дополнительные тренинги по стандартам.

Рады сообщить, что в данный момент проводится реновация номерного фонда и уже сегодня можно забронировать новые роскошные номера в актуальном дизайнерском исполнении. 

Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

Для гостей, проживающих в нашем отеле доступен широкий спектр услуг, входящий в стоимость проживания:
-Питание (только завтрак или полный пансион);
- Открытый и крытый бассейны;
- Винный парк;
- Обновленный Пляжный комплекс с современной инфраструктурой;
- Развлекательный центр Metropolis (кинотеатр и программа анимации для взрослых и детей);
- Тренажерный зал и групповые тренировки; - Хаммам и сауны;
- Посещение Японского сада ""Шесть чувств""
- Парк чудес и приключений Дримвуд (кроме среды и четверга);
Посещение всех мероприятий и анимации, которые проводятся в отеле для гостей, без дополнительной оплаты.

Гостям, проживающим в отеле от 8 дней (7 ночей) в стоимость проживания включено санаторно-курортное лечение по одной из 13-ти программ оздоровления.

Мы искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса. Приезжайте к нам снова, а мы постараемся сделать все возможное и невозможное, чтобы отдых у нас пришелся Вам по душе. Чтобы Вы полюбили нашу кухню, попробовали местные вина, и чтобы в следующий приезд Вы уехали только с самыми позитивными эмоциями.

С уважением, команда Mriya Resort!"
326,Виктория Миллер,https://avatars.mds.yandex.net/get-yapic/31078/qZ46zIgSeGh7dywazgp2y5y88t0-1/islands-68,1736142748.938,"🌺 Плюсы : Большая ухоженная территория, можно гулять в японском парке, в фруктовом саду, в виноградниках,для детей есть парк ""Дримвуд"" с аттракционами.
Если лень идти пешклм, довезут на электрокаре в любую точку курорта,хотя неторопливым шагом от главного корпуса максимум 10 минут в любую локацию.

Хочется отметить прекрасное питание в ресторане ""Azurr"" по системе шведский стол, мы удивлены были высоким качеством продуктов и вкусом самих блюд. 
Но ресторан Azurr не расссчитан на большое количество гостей, нередко гости ходили по ресторану в поисках свободного столика

На территории есть закрытый бассейн,открытый бассейн и маленькая часть открытого бассейна с подогреваемой водой (температура 31°). Также в японском саду есть общественные купели с теплой водой и прекоасным видом на парк и на море

❌️Из минусов❌️- сильно страдает сервис, уровень 3 звезд, а некоторые вещи и вовсе были в новинку со знаком минус:
1. Накануне отъезда позвонили с ресепшна и спросили, когда подойти рассчитать мини бар. Мы договорились на следующий день за 1 час до чек аута. К нашему огромному удивлению, сотрудница подошла, посмотрела мини бар и затем сложила все сожержимое просто в пакеты и унесла, сказав,что передаст информацию на ресепшн для удобства и быстроты рассчетов. Само это зрелище выглядит странно и даже унизительно, видимо,чтобы отдыхающие ничего не унесли с собой при выезде. Первый раз вижу такое ( даже в 3☆ отелях такого не было), и выглядело это очень дико.
 Однако, при сдаче номера другая девушка на ресепшне снова спрашивала нас, чем пользовались из мини бара, и мы вновь повторяли весь список.
Минибар пополняют только после звонка на ресепшн

2. По пути в ресторан Azurr стоят девушки и приглашают гостей на """"""БесплатнуЮ"""""" 📸 фотосессию. Мы подошли уточнить детали, нам рассказали,что все бесплатно (повторили несколько раз), платите только за понравившую фотографию 500рублей, если ничего не понравится из фотографий, то вернут аванс (1000 руб). 
И только после аванса выяснилось что 15 мин работы фотографа стоит 10.000 руб, 30 мин-15.000, 1 ч - 30.000 и т.д, плюс к этому отдельно оплачиваются сами фотографии. 
Стоимость номера в отеле ""Мрия"" минимум 25.000 в сутки, и для людей не проблема фотосессии за 60-80.000 руб. Тем более, качественнын фотосессии так обычно и стоят.
 А вот чувствовать,что тебя пытаются обмануть, как на рынке, это очень неприятно. Кстати, деньги за аванс нам так и не вернули, как обещали впрочем, мы не удивились

3. На один из вечеров было запланировано иллюзионное шоу. Собралось много людей, сидячих мест было мало. Я спросил у одной из хостес (девушки в синих платьях), где можно взять еще стулья. На что девушка громко крикнула ""стоп"" и развела руки в стороны, отгоняя от себя других гостей. Видимо, мы были не одни, кто интересовался дополнительными стульями, но это никак не оправдывает поведение сотрудницы.

Если Вам повезет избежать или не обращать внимания на недочеты в сервисе,то отдых в ""Мрие"" будет отличным🫠",3.0,"Уважаемая Виктория!

Благодарим Вас за выбор нашего отеля.

Прежде всего, разрешите поблагодарить Вас за то, что нашли время и поделились с нами отзывом о Вашем пребывании. Для нас очень важно получать объективную обратную связь от наших гостей для улучшения сервиса. Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления.

Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

Мы искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса. Приезжайте к нам снова, а мы постараемся сделать все возможное и невозможное, чтобы отдых у нас пришелся Вам по душе. Чтобы Вы полюбили нашу кухню, попробовали местные вина, и чтобы в следующий приезд Вы уехали только с самыми позитивными эмоциями.

С уважением, команда Mriya Resort!"
327,Ирина,https://avatars.mds.yandex.net/get-yapic/57243/0g-5/islands-68,1735872763.975,"Решили отметить Новый год с друзьями в этом отеле, заехали 31 числа на 5 ночей. Что хочется отметить: очень красивая территория, можно гулять часами и наслаждаться видами, все ухожено. Еда вполне себе нормальная, замечаний нет. Но вот уборка в номерах, румсервис и сами номера-это все оставляет желать лучшего. Это не уровень отеля 5 звезд. За 4 дня ни разу не коснулся пылесос пола, кострчки от винограда так и покоятся на ковре. Чашку после выпитого кофе нужно мыть самостоятельно. Раковину вымыли только спустя 4 дня проживания. Попросила убрать номер в 8 утра, в итоге со скандалом при мне просто поверхностно его убрали в 15 часов. Много отелей 5 звезд было посещено, но это ЧКХ. Местные поймут. За эти деньги не рекомендую.",3.0,"Уважаемая Ирина!

Благодарим Вас за выбор нашего отеля.

Прежде всего, разрешите поблагодарить Вас за то, что нашли время и поделились с нами отзывом о Вашем пребывании. Искренне жаль, что Вам не удалось в полной мере насладиться отдыхом у нас. Для нас очень важно получать объективную обратную связь от наших гостей для улучшения сервиса. Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления.

Нам очень жаль, что качество уборки в номере не соответствовало Вашим ожиданиям – руководителю соответствующего департамента направлены комментарии в работу, с сотрудниками будут проведены разъяснительные беседы, а также организованы дополнительные тренинги по стандартам.

Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

Мы искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса. Приезжайте к нам снова, а мы постараемся сделать все возможное и невозможное, чтобы отдых у нас пришелся Вам по душе. Чтобы Вы полюбили нашу кухню, попробовали местные вина, и чтобы в следующий приезд Вы уехали только с самыми позитивными эмоциями.

С уважением, команда Mriya Resort!"
328,Василий Игоревич,https://avatars.mds.yandex.net/get-yapic/43978/eNXNyLXPT74Canr1xmklEzY4vs-1/islands-68,1735556622.788,"За такие деньги лучше Доминикана, людей тьма, столовая полная мест нет, алкоголь покупайте заранее тут космос 5сши ты не миллионер , смешно за вино 500р отдавать 3тыс. Отель пойдет, на фото лучше чем в реале , цена всему этому отдыху 100тысно не700 гадюшник !!!! Персонал из рук забирает шампанское и требует оплату ... Позор о етелю !!!",3.0,"Уважаемый Василий!

Благодарю Вас за выбор нашего отеля. 

Благодарим Вас за выбор Mriya Resort для комфортного отдыха в Крыму, а также за то, что уделили время написанию подробного отзыва. Мы уделяем пристальное внимание всем отзывам и комментариям с целью качественного повышения уровня обслуживания. 

На завтрак комплементарно предоставляется бокал игристого, на ужин – бокал вина. Так как мы являемся санаторно-курортным комплексом, то количество комплементарно предоставляемого алкоголя ограничено. Дополнительно Вы можете приобрести его в наших барах за отдельную оплату – у нас обширная винная карта и большой выбор авторских коктейлей.

Ваши комментарии не остались без внимания и будут направлены в работу ответственным руководителям.

Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

Если у Вас возникнут какие-либо вопросы или пожелания перед Вашим следующим приездом, свяжитесь с нами – будем рады сделать Все возможное, чтобы у Вас остались только самые положительные воспоминания о времени, проведенном с нами.

С уважением, команда Mriya Resort!"
329,Елена З.,https://avatars.mds.yandex.net/get-yapic/53031/0k-1/islands-68,1735368400.636,"Не понравился персонал, не полностью передали всю необходимую информацию, и когда мы пришли на место, то были оооочень разочарованы ☹️ с",3.0,"Уважаемая Елена!

Благодарим Вас за выбор нашего отеля.

Предоставление высокого уровня сервиса с учетом всех пожеланий Гостей является нашей приоритетной задачей, поэтому обратная связь от Вас очень важна для нас.

Ситуация, которая произошла с Вами является для нас крайне неприятной, ведь мы всегда дорожим Гостями и предъявляем высокие требования к нашему персоналу. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба управления обратной связью свяжется с Вами для уточнения деталей.

Искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса. Приезжайте к нам снова, а мы постараемся сделать все возможное и невозможное, чтобы отдых у нас пришелся Вам по душе.

С уважением, команда Mriya Resort!"
330,Alexei T.,https://avatars.mds.yandex.net/get-yapic/69015/2LDeWsnUw3L6F8XHX8GecN1KLk-1/islands-68,1734898608.813,"Не первый раз в Мрии, в принципе, все хорошо. Но завтрак! У Вас сменился шеф-повар? Салат заранее заправлен майонезом. Да так и более дешевых отелях не делается! Заправки должны стоять отдельно. Два больших блюда с одинаковым салатом стоят. Зачем-то стоит два блюда с тунцом. Второй рыбы нету? Морковный сок свежевыжатый, а сливок рядом нет, хотя надпись про сливки есть. Сказали официанту, она ответила, что сейчас принесут. Не дождались сливок. В общем, за завтрак снижаю оценку. Если бы не другие рестораны, было бы тоскливо.",3.0,"Уважаемый Алексей!

Благодарю Вас за выбор нашего отеля. 

Мы признательны Вам за уделенное написанию отзыва время! Спасибо за то, что решили поделиться впечатлениями о проживании в отеле и о качестве услуг, обратная связь от Гостей очень важна для нас. Ваши комментарии и пожелания будут приняты в работу с целью улучшения качества сервиса.

Обязательно примем во внимание Ваши комментарии по поводу шведской линии и проработаем их с шеф-поваром. Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

Мы будем рады продемонстрировать Вам улучшения в работе, которых мы достигли благодаря Вашим комментариям, чтобы впредь пребывание в нашем отеле было максимально комфортным для Вас.

С уважением, команда Mriya Resort!"
331,Катерина Миронова,https://avatars.mds.yandex.net/get-yapic/31078/enc-c238f34c00dc067ed31935c50c391624810cfba08535332e7061ff61b5036f2c/islands-68,1734321978.306,"Прекрасная еда на шведской линии, красивый японский сад, чисто и уютно в номерах, доброжелательный персонал.
А теперь о том, что не понравилось.
При заселении ожидали 20 минут, так как номер был не готов. Приехали с маленьким ребенком, которого нужно укладывать по режиму. Дождавшись, когда нас заселят в номер, обнаружили, что в номере нет детской кроватки и ничего из предметов гигиены для ребенка. После сообщений персоналу принесли не с первого раза, про горшок для ребенка тоже приходилось напоминать несколько раз. Отмечали в отеле день рождения, выпрашивала обещанный комплимент полдня, пока не написала в чат поддержки, где спустя час мне ответили, что комплименты гостям делают после 18.00. Что мешало сказать тоже самое на ресепшене? Непонятно. Соотношение цена-качество явно не соответствует, при меньших затратах в отелях с меньшим количеством звезд, с таким невнимательным отношением к гостям ранее не сталкивались. Впечатление от ожидаемого роскошного отдыха были смазаны, при том что отдыхали не в сезон при неполном заселении",3.0,
332,Татьяна,https://avatars.mds.yandex.net/get-yapic/51169/0c-5/islands-68,1733473831.513,"Сегодня 06.12.24г. Остановились в этом разрекламированном отеле и......Мягко говоря неприятно удивлены скудностью шведской линии(прямо сказать -столовая) за всë нужно платить! Красивая территория и на этом всë! Хотели остаться на несколько дней, но выбор в пользу другого отеля, который оправдывает ожидания! Разочарованы!",3.0,"Уважаемая Татьяна!

Благодарим Вас за выбор нашего отеля. 

Разрешите поблагодарить Вас за то, что Вы нашли время поделиться своим мнением о проживании в Mriya Resort.

Приносим Вам наши искренние извинения за неудобства, с которыми Вы столкнулись во время своего отдыха. Ваши комментарии уже переданы руководителям отделов и приняты в работу. 

Каждый день повара флагманского ресторана Azurr готовят для Гостей свыше 100 наименований блюд, которые включают элементы и блюда многих национальных кухонь. Шведская линия ресторана Azurr сбалансирована и разнообразна, на ней представлены диетические блюда на пару, а для маленьких гостей – отдельная детская фуршетная линия. 

Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

Если у Вас возникнут какие-либо вопросы или пожелания перед Вашим следующим приездом, свяжитесь с нами – будем рады сделать Все возможное, чтобы у Вас остались только самые положительные воспоминания о времени, проведенном с нами.

С уважением, команда Mriya Resort!"
333,Ольга Степанян,https://avatars.mds.yandex.net/get-yapic/62162/0a-8/islands-68,1733436908.97,"Отдыхаем 1-6 декабря. Наряду с положительными моментами ( территория, детская анимация, локации) есть недопустимые моменты для 5-ти звезд. Некачественная уборка в номерах. Номера сами по себе ""уставшие"" , так их ещё и убирают поверхностно. За 5 дней ни разу не поменяли бельё?!! Влажная уборка отсутствует... Фото ниже это после уборки. Грязную посуду не моют и не забирают ведёрко от льда. На балконе 3 дня стояла чашка от кофе.
Следующий момент это нестыковка в службах. Ребёнок заболел, температура и головная боль, сходили в отеле на приём к педиатру (компетентный, быстро принял, сделал назначение и запретил выходить из номера, дабы в случае вируса не заражать остальных постояльцев), но..... Ребёнок в отель приехал совершенно здоров, вирус подхватил на отдыхе.. Доктор сказал, что питание заказал и нам принесут в номер... К сожалению не принесли ... Пока я не сходила сама в ресторан и не купила ребёнку обед ... 
В 15:00 позвонила сотрудница и сообщила, что по нашему тарифу нам положен завтрак, обед и ужин в номер )) т.е. тот завтрак и обед, которые прошли!!!
Мы как ответственные находились в номере, стараясь выполнить предписания врача, а про нас забыли и забили.

Плюсы есть, но есть и над чем работать",3.0,"Уважаемая Ольга!

Благодарим Вас за выбор нашего отеля.

Предоставление высокого уровня сервиса с учетом всех пожеланий Гостей является нашей приоритетной задачей, поэтому обратная связь от Вас очень важна для нас.

Ситуация, которая произошла с Вами является для нас крайне неприятной, ведь мы всегда дорожим Гостями и предъявляем высокие требования к нашему персоналу. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба управления обратной связью свяжется с Вами для уточнения деталей.

Искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса. Приезжайте к нам снова, а мы постараемся сделать все возможное и невозможное, чтобы отдых у нас пришелся Вам по душе.

С уважением, команда Mriya Resort!"
334,анна бернякова,https://avatars.mds.yandex.net/get-yapic/36777/0m-3/islands-68,1732834647.129,"Можно сказать разочарование года. Сначала о хорошем: хороший, чистый номер, в наличии все мелочи в вида отельной косметики, приметный сюрприз в виде велкомпривета: печенье и орешки; прекрасная , ухоженная территория, замечательный японский сад и винный парк. Далее похуже: шведка тако себе: из всей еды зашли только говяжий язык, буженина и мидии. Да, к сведению, вино за ужином бесплатно только один бокал, далее за денежку🤪. Дальше об огромных минусах: ни в банном комплексе, ни в бассейне нет администратора: сами разбирайтесь где полотенца и тапки взять. После посещения банного комплекса и бассейна 40 минут пытались добиться сухих халатов в номер. Ни ресепшен , ни рум сервис на связь не выходили. А потом принесли халат с рваным карманом🧐. Консьерж сервис вообще не компетентен. Не смогли ответить ни на один вопрос, информацию об экскурсиях вытягивали из этих милых дам клещами. Мало того, не предупредили что на экскурсию по отелю надо записываться заранее. В итоге смогли на нее попасть в последний день. Она кстати платная, об этом тоже забыли нам сообщить. А еще только на экскурсии в винном парке нам сказала девочка экскурсовод что идет месяц российского виноделия и в связи с этим проходит масса мероприятий и дегустаций.. В общем для отеля такого уровня обслуживание такое себе. Но, надо отметить замечательных экскурсоводов винного парка и экскурсии по отелю: они отлично выполняют свою работу. Хочу немного добавить к отзыву спустя неделю: спустя несколько дней после публикации отзыва со мной связался представитель отеля. Подробно выяснил суть описанного мной ранее и пообещал, что с персоналом будет проведена беседа, чтобы подобное в отеле такого уровня не происходило. Он добавил мне оптимизма😉. Надеюсь, что все недочеты будут исправлены.",3.0,"Уважаемая Анна!

Благодарим Вас за выбор нашего отеля.

Прежде всего, разрешите поблагодарить Вас за то, что нашли время и поделились с нами отзывом о Вашем пребывании. Для нас очень важно получать объективную обратную связь от наших гостей для улучшения сервиса. Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления.

Мы искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса. Приезжайте к нам снова, а мы постараемся сделать все возможное и невозможное, чтобы отдых у нас пришелся Вам по душе. Чтобы Вы полюбили нашу кухню, попробовали местные вина, и чтобы в следующий приезд Вы уехали только с самыми позитивными эмоциями.

С уважением, команда Mriya Resort!"
335,Алек М.,https://avatars.mds.yandex.net/get-yapic/36777/QjQM5E0v6NGZrMFYLglBU7yyU4-1/islands-68,1731026776.111,"Был с супругой в стандартном номере, ноябрь 2024. 

+ красивая и ухоженная территория отеля
+ современные номера 
+ питание вкусное
+ большой и чистый бассейн

- при заезде персонал не рассказывает про возможности и сервисы
- хамам ни какой
- при трапезе второй и последующий бокалы шампанского/вина на платной основе (ПОЗОР для отеля такого уровня)
- Сберовцев около 50%

Итог: если бы дали путевку в Сбере, то радовался бы, а по полной стоимости - того не стоит.",3.0,"Уважаемый Гость!

Благодарю Вас за выбор нашего отеля. 

Благодарим Вас за выбор Mriya Resort для комфортного отдыха в Крыму, а также за то, что уделили время написанию подробного отзыва. Мы уделяем пристальное внимание всем отзывам и комментариям с целью качественного повышения уровня обслуживания. Мы рады, что Вы, в общем, остались довольны, оценили широкую инфраструктуру курорта. 

На завтрак комплементарно предоставляется бокал игристого, на ужин – бокал вина. Так как мы являемся санаторно-курортным комплексом, то количество комплементарно предоставляемого алкоголя ограничено. Дополнительно Вы можете приобрести его в наших барах за отдельную оплату – у нас обширная винная карта и большой выбор авторских коктейлей.

Ваши комментарии не остались без внимания и будут направлены в работу ответственным руководителям. На основании Вашего отзыва сотрудникам будут проведены дополнительные тренинги для повышения уровня обслуживания.

Будем благодарны, если Вы направите свои контактные данные и никнейм Вашего профиля на email: Feedback@mriyaresort.com, служба заботы о гостях свяжется с Вами для уточнения деталей.

В течение всего года у нас действует множество выгодных акций и предложений.
Со всеми акциями и предложениями отеля Вы можете ознакомиться на нашем официальном сайте в разделе Спецпредложения. Будем рады подобрать для Вас комфортный вариант размещения. 

Если у Вас возникнут какие-либо вопросы или пожелания перед Вашим следующим приездом, свяжитесь с нами – будем рады сделать Все возможное, чтобы у Вас остались только самые положительные воспоминания о времени, проведенном с нами.

С уважением, команда Mriya Resort!"
