user,rating,date,review
Денис Давыдов,5,1648114859.091057,Супер
Катюшка Любимая,5,1648114859.091057,"Даже очень хорошо для российского курорта в межсезонье. Были до этого в прошлом году, теперь еще больше появилось территории для отдыха и прогулок. Открылся Winepark, появился робот дегустаторВ общем уже забронировала на следующий год, надеюсь все се станет только ещё лучше  …"
Дмитрий Гойман,5,1648114859.091057,"Шикарный отель, но необоснованно завышена стоимость проживания"
Константин Богомолов,4,1648114859.091057,"Баня ""Байкал"" требует доработки по системы вентиляции."
Alex Shadow,5,1648114859.091057,5 звезд
Илья Бахров,5,1648114859.091057,Лучший отель в России. Обслуживание на высшем уровне.
Радик Хасанов,5,1648114859.091057,Отель Мрия сказка! Понравилось всё! Рекомендую! Спасибо за отличный отдых!
Евгения Р.,5,1648114859.091057,"Замечательное место.Отличный сервис во всем.Жаль, что не каждому ро карману"
Владимир Юделевич,4,1648114859.091057,Шикарная территория и парк есть с развлечениями и всё включено но это не мой формат)))
Данияр Турунтаев,5,1648114859.091057,"Мрия самый лучший отель, мне очень понравилось отдыхать. И ещё аниматор ИЛЬЯ КОСИЛОВ САМЫЙ ЛУЧШИЙ"
Олег,5,1648114859.091057,Это же Мрия !  Вы сами все знаете ))
Dim 76,5,1648114859.091057,"Отличное место, Большая ухоженная территория с красивыми видами, имеются бары, рестораны, клуб, спать, кинотеатр, боулинг, кальянная, детский парки, японский сад тд. Отличное питание ""шведский стол"". А вот номер оставляет желать лучшего 4-/5. Следы Брызг напитков на стене, плохо закрывающиеся шкафы,  разбитая столешница, подтекающий ночами тропический душ, пыльные прикроватные тумбы."
Юра Квак,5,1648114859.091057,"Лучшее место для семейного отдыха в Крыму. Разнообразие досуга поражает. Прогулочные зоны просто великолепны, номерной фонд отличный, питание на высоте."
Ольга Шостак,5,1648114859.091057,"Отличный отель. Мы брали однодневный посещение. Персонал великолепен за исключением ресторана на виноградниках. Дали понять ,выражением лица, что делать нам сдесь нечего. Не очень приятные ощущения. Мы гуляли с ребёнком в соседнем городе и решили на денёк поменять пейзаж."
Svetlana Batanova,5,1648114859.091057,Лучшее место для отдыха
Екатерина Купер,5,1648114859.091057,Прекрасный курорт
Алексей Мелёхин,5,1648114859.091057,круто
Александр Купцов,5,1648114859.091057,Превосходно
Люда Макарова,5,1648114859.091057,"Отличный отдых! Все понравилось, очень приятные сотрудники!"
Елена Синякова,5,1648114859.091057,Все супер!
Станислав Бессмертных,5,1648114859.091057,"Все супер! Словами не описать! Это из разряда - лучше один раз увидеть, чем сто раз услышать! Нам очень понравилось!"
Кирилл Соловьев,5,1648114859.091057,"Идеальный отель, очень отзывчивый персонал, особенно понравилась  how team, в частности Алим и Илья. ВСЕМ СОВЕТУЮ!!!)"
Виктор Шульга,5,1648114859.091057,"Все прекрасно, особенно команда анимации. Хотелось бы выделить Алима, Дашу, Лизу"
Elena Sadyrova,5,1648114859.091057,"шикарный семейный отель, питание и сервис на 5+,  есть все для детей. большой парк развлечений Дримвуд. современный мед.центр, разнообразные программы. но ценник конечно очень высокий!"
Евгений Максимов,5,1648114859.091057,"Невероятное место! Цена обусловлена всем происходящим внутри! Потрясающий вид из каждого уголка на территории. Вкусная еда, очень вежливый персонал!!! Очень много развлечений для детей. Скучно здесь точно не будет. Обязательно приедем сюда ещё! Если мое холодное, то есть бассейн с подогревом. Единственное-наверное хотелось бы два бассейна закрытых. Рекомендую!"
Андрей Воронин,5,1648114859.091057,Заграница отдыхает
Илона злодейка,5,1648114859.091057,Очень красивые виды
Михаил Волжанин,5,1648114859.091057,Красиво и дорого. 5* в Крыму это отлично!!! Все на очень высоком уровне т.е. не для обычных смертных)))) Политика цен явно не для всех регионов России. А так безумно шикарно и роскошно.
Сергей Котов,4,1648114859.091057,Не работает ночной клуб. Винный парк спасает ситуацию :)
yulia  tepan kaya,5,1648114859.091057,Замечательное место! Прекрасный отдых обеспечен!
Полина Демидова,5,1648114859.091057,Восхитительно  …
Varvara Lavrentyeva,5,1648114859.091057,"Восхитительное место!  Здесь все прекрасно: еда, напитки, винный сад, японский сад, море, спа и горы! Персонал на высшем уровне! Баня на берегу моря, наверное, лучшая в которой я была!  Спасибо за чудесный отдых!"
Za Победу,1,1648114859.091057,"Ради интереса зашёл на сайт Отеля.  Вы в России с ума сошли с такими ценами? В Турции где сервис в разы лучше и сама Турция в разы лучше чем холодный и грязный Крым, цены в разы меньше чем в Мрии))) 3000€ на неделю в обычный номер??? Мне интересно какой нормальный российский рабочий может себе такое позволить. это кстати номер на 2 человека. В Турции можно за 1500 € в двоем отдохнуть 2 недели All inklu ive."
Лилия Долина,5,1648114859.091057,"Сказка, самая настоящая.."
Вера Рыбакова,5,1648114859.091057,"Это очень хороший отель, особенно с детьми, самый высокий балл."
Виктория С.,1,1648114859.091057,"Место не оправдывает належд, все вяло и очень ценник завышен, красоты в моря нет, все портят волнорезы. За те же деньги вы получаете в другой стране блюда разнообразнее и более высокого качества. Я тоскую здесь"
Ден Ден,4,1648114859.091057,"Бесспорно очень красиво. Но, цена не оправданно высокая. В 3 раза дешевле отдохнешь в Турции, в олинклюзив. И будет включено все! Здесь же, бокал шампанского с утра и бокал вина вечером, остальное платно!!! Мороженое от 150 до 500. Пиво 450. Бутерброд 400, кило клубники 5000 и пошло- поехало. Курорт для невыездных заворовавшихся чиновников, но никак ни для простых нормальных людей! Будьте осторожны, поберегите свои деньги."
Ирина Крюкова,5,1648114859.091057,Спасибо за РАЙ!!!
Марина Назарчук,5,1648114859.091057,Это мечта! Это любовь! Это райское место!!!
Святослав Бондаренко,5,1648114859.091057,отличный отель
Kamil Memmedov,5,1648114859.091057,Супер класс класс класс мой брат
малика шайхутдинова,5,1648114859.091057,"очень нравится тут отдыхать, уже 4ый раз пребываем в этом отеле. очень чистая и ухоженная территория, приветливый персонал, разнообразная и вкусная кухня, интересные анимационные программы, никогда не скучаем тут, отдельное спасибо лизе, даше и женечке!!"
Katie Smile,5,1648114859.091057,Превосходно!
Alex  Morpex,5,1648114859.091057,"Красиво и очень дорого, не каждому по карману! А так пушка!!!!"
Катрин Носова,5,1648114859.091057,"Дорого, богато. Хороший сервис. Ресторан итальянской кухни не вкусный."
Максим Фадеев,5,1648114859.091057,Великолепно
Sergey Golovin,5,1648114859.091057,"Чудесный отель, прекрасный отдых и буйство природы вокруг. Нельзя не сказать и о вкусной и разнообразной кухне на любой вкус. В номере всегда чисто, комфортно и уютно. Прекрасный отдых и для взрослых, и для детей всех возрастов. Один недостаток, всё очень даже не дёшево, но оно того стоит."
Dadaxon U manov,5,1648114859.091057,мрия вапше великолепна
илья верхов,5,1648114859.091057,"Пожалуй, что в России аналогов этому месту нет. Цены здесь рассчитаны не на простого обывателя,   финансовый барьер через который пройдут не все, но все и не нужны.  В японском саду плавают карпы с открытыми  ртами - в ожидании кормёжки . Видеть это так необычно. А ещё на территории растут экзотические растения - гранат , инжир и даже бамбук. Все что растет в саду могут срывать и есть гости ! Отдельное развлечения ,- прогулка на яхте или полет на вертолете, но это уже немного дороговато."
Meme Expert,5,1648114859.091057,Дорого
Sergey Kut akov,4,1648114859.091057,"Что-то не так в этом отеле с питанием и сервисом (наверное, аутсорс). В остальном отлично. Но больше всего разочаровало, конечно, питание - не соответствует уровню отеля - кормить полуфабрикатами и разогревать готовые блины… Стоит над этим задуматься.( Территория - превосходно."
Ольга Сухарева,5,1648114859.091057,"Здесь всё отлично : и сервис, и уборка номеров, и кухня, и персонал очень доброжелательный и внимательный) но хотелось бы отметить работу аниматоров! Ребята такие молодцы! Хочется назвать и отметить каждого: Маша, Катя, Ринат, Лина, Аня, Дима, Полина, Илья! Ребята, браво! Так держать! Настолько профессиональный подход к своему делу, они выкладываются на 200%! Могут занять и заинтересовать деток любого возраста!  У них всегда интересные программы, мастерклассы, спектакли и многое другое) очень доброжелательны и отзывчивы) спасибо вам большое за ваш труд!"
Abbat Buzzoni,3,1648114859.091057,За такие деньги могут быть лучше отели
Юрий Трифонов,5,1648114859.091057,"Прекрасная территория, отличный бассейн. Чистое море, отличная анимация. Рестораны: цены как премиум, а еда и особенно обслуживание, как в чайхоне и половина мужиков вечером в трусах …"
Наталья Ильина,5,1648114859.091057,Шикарный отель для всей семьи
Avto Ma ter,1,1648114859.091057,Платите малому бизнесу а не олигархату
Михайл Кузнецов,5,1648114859.091057,Крутое место
Dmitry De hin,3,1648114859.091057,"выбрали отель для свадебного путешествия и отмечали также день рожденье супруги , при заселение в номере на 5 этаже корпус B выяснилось что в номере есть запах сильный химического средства для травли насекомых или чего то аналогичного, когда швейцар заносил багаж аж нос скривил, как можно было такой номер в таком уровне отеля подготовить для гостей мне лично не понятно, нас переселили в другой номер, там тоже пахло не мытыми мужиками, мы проветрили номер за ночь стало лучше, у нас было 2 ночи поэтому устали уже перезжать, заказали экскурсию в японский сад в КУПЕЛЬНИ + массаж, пришли в 13.00 в японский сад и по жаре 25 минут искали хоть одного живого человека, никто не позвонил даже и не обьяснил как найти купели и людей, а сад на горе и большой, на ресепшене то отправляли в чайный домик то еще куда то, общее впечатление следующее, качественно построенный отель, красивый японский сад, винный парк с дегустационной башней, огромная зелёная территория, много детской активити, детский парк, кинотеатр и при всем этом отвратительный сервис ( уборка номера (я такой уборки в жизни не видел), персонал на ресепшене, консьерж сервис, в ресторанах как будет первый день на работе, никто толком ничего обьяснить не может , нужно звонить по 5 раз чтобы что то узнать)"
Футбол Гурзуфа,5,1648114859.091057,"Лучший отель в Крыму. Но для нашей любимой родины. И для граждан. Цена через чур завышена. Даже скажу так -Дорого! А так всё прекрасно. Умнички,что такое построили в Крыму.Но жалко,что не каждый себе может позволить отдых в этом Отеле. 5 звёзд не дать конечно. Но ни чего лучше в Крыму нет."
Денис Аверков,5,1648114859.091057,Самый лучший отель
Вадим Архипов,5,1648114859.091057,"Шикарно, богато, дорого."
Ибрагим Алиев,5,1648114859.091057,Тут и слов не надо
Виктория Казакова,5,1648114859.091057,"Отличное место для семейного отдыха. Огромная ухоженная территория отеля включает Японский сад, винный парк, детский парк Дримвуд. Были здесь два года назад, казалось, что лучше и быть не может. Но в этом году территория стала ещё красивее, появились новые места для прогулок и отдыха. Замечательные аниматоры делают отдых насыщенным и интересным. Номера чистые, еда в ресторане очень вкусная. Для детей много развлечений: парк аттракционов, водные горки, анимация. Спасибо большое за отличный сервис!"
Abdumannop Shokirov,5,1648114859.091057,Зор
Анна Александрова,5,1648114859.091057,Супер!
Blueberry Night,5,1648114859.091057,"Был в отеле. Мне очень понравилась анимация и сам отель крутой, много разных квестов. Спасибо аниматорам Лине, Диме,Полине2, вы крутые и веселые, с вами интересно!"
Yulia Dumann,4,1648114859.091057,"В этом году больше всего расстроило бесконечное закрытие общих зон на персональные праздники.выглядит как неуважение к другим гостям.по сравнению с предыдущими годами минусы: убрали большую песчаную зону на пляже, убрали услугу стирки детских вещей по весу,нет питьевой воды на территории, нет пиццы на шведской линии, убрали коктейль и некоторые услуги из санаторных, много услуг сделали платными, сильная нехватка каров. Плюсы: появилась детская водная зона на пляже, новый классный парк открыли. Объективно лучший в мире детский отель, где устроен не только детский отдых,но и уход для их родителей. Тому, кто там был, не нужно объяснять почему так дорого. Без детей ехать сюда не стоит - не окупается. Пока есть куда улучшаться, особенно в мелочах. Не очень гибкий менеджмент, много проблем при бронировании и решении мелких проблем на месте. Простой пример - корм для рыбок продают не там где их кормят, а в сувенирной лавке куда в горку по лестнице тащиться минут 10. Вот досадная мелочь, а не исправляют 3й год, хотя прям рядом с прудом стоит сотрудник сада, который рассказывает об экскурсиях(естественно никто его не слушает, лучше бы корм рыбам продавал). Спасибо, что наконец стали выдавать полотенца в водной зоне дримвуда. Не очень понравилась тенденция этого года брать деньги за то, что раньше было бесплатно. А что было платно сделать в 6 раз дороже(бунгало, например)"
Милана Пилипенко,5,1648114859.091057,Отличный отель.
Артём Кошёлкин,5,1648114859.091057,"Tерритория отеля очень большая, заблудились в первый же день. к людям вышли на пятый. причем, как оказалось, нас никто и не думал искать Спасибо! Мы классно отдохнули у вас в Турции! Алим красавчик!"
Даниил Желнин,5,1648114859.091057,"Замечательный отель, со множеством развлечений и прекрасной командой анимации!"
Василий,5,1648114859.091057,Самый крутой отель на ЮБК!!! Но очень дорогой!
вика федюк,5,1648114859.091057,"Мне очень понравилось в мрии, море  теплое , еда хорошая все что нужно :) отдельное спасибо  аниматорам  Даше и Алиму , вы лучшие ! Вем спасибо"
Ксения Михалевич,5,1648114859.091057,"отель бомба, анимация шикарна , особенно Алим и Даша"
Gunib Gunib,5,1648114859.091057,Крым ты прекрасен! Жаль только что не приехать теперь к тебе в гости...
Андрей Ревизонский,5,1648114859.091057,"В этом отеле стоит побывать. Огромная территория с широким разнообразием тематических развлечений и видов отдыха. Несколько ресторанов (6 или 7), каждый из которых по-своему хорош. Водные  виды спорта,  прогулки по японскому парку,  винная башня,  виноградники и т.д."
Иван Снигирев,5,1648114859.091057,Лучший мой отдых прошёл здесь. Обязательно вернусь при первой же возможности!!!
Vika Buyankina,5,1648114859.091057,"Отель классный!Кормят топ!Ой, а какие там аниматоры….Алим и Женя вообще самые классные, столько классных развлечений придумывают, ни дети, ни взрослые от безделья не страдают!С радостью приеду туда снова )))"
love more,5,1648114859.091057,"Отличное место для отдыха.  В этом году были второй раз. Надеюсь,  что обязательно ещё приедем.  Все на высшем уровне."
Алексей Вереитинов,5,1648114859.091057,"Супер отель! Если вы читаете негативные отзывы об этом отели, это отзывы людей которые везде ищут к чему придраться. Мы отдыхали в конце июня все на высшем уровне."
Денис Бобков,5,1648114859.091057,Великолепное место
Ekaterina Aga hirinova,3,1648114859.091057,"Пока, увы,  трудно назвать местом, где философия гостеприимства торжествует, тем более ""совершенного"". В намерениях- наверное, но в воплощении- пока точно нет, особенно в сравнении с 2019 годом. В этот раз удивило отсутствие координации действий разных служб персонала между собой и это было доведено до совершенства. Служба размещения не владеет информацией о том, что происходит в номерах и с номерами... Вот только  ОДИН пример: у меня было 2 бронирования с 03.06-10.06 и 10.06-12.06, которые я заранее по эл почте!!!! и телефону!!! просила сделать сквозными и мне это подтвердили еще до заезда и по телефону и по эл почте.Это подтвердили и во время регистрации уже на месте.(я специально уточнила) Не доверяя сервису Мрии в этот раз из-за многочисленных неудобств я решила в тот день, когда у меня заканчивалось первое бронирование,  уточнить все ли в порядке через службу по работе с гостями, которая в очередной раз поинтересовалась наскольмо мне комфортно живется... ""Да, все в порядке""... сказали мне через несколько минут, перезвонив по телефону. (Да, и кстати телефон в номере так и не починили, там выпадает кабель из разъема и его надо все время придерживать и проверять. Я с первого же дня обратила на это внимание, но... номер 2622) Но в 12.45 в наш номер постучал портье( несмотря на маркировку ""не беспокоить"") с просьбой освободить номер!!!! , он же сообщил, что у него НЕТ информации, что бронирование продлено!!!???. Я позвонила в службу по работе с гостями и попросила еще раз разобраться, затем покидая номер с внучкой, наученная горьким опытом ""несовершенного ""гостеприимства, я подошла на ресепшн и еще раз попросила уточнить ВСЕ ли знают, что мы НЕ уезжаем... Мне пожелали с улыбкой прекрасного отдыха еще 2 дня в чудесном раю и заверили что все в порядке.  Но когда мы вернулись и поднялись на 6 этаж, выяснилось, что наши ключи заблокированы...И так далее ...мы снова на ресепшн и в службу по работе с гостями.. .Эти две службы расположены напротив друг друга, но уровень их взаимодействия и взаимопонимания стремится к нулю... Такую же оценку я поставлю СИСТЕМЕ  МЕНЕДЖМЕНТА отеля с точки зрения осмысленности и скоординированности действий персонала. Это не отменяет замечательную работу отдельных сотрудников  в ресторане, на ресепшн, горничных, в службе по работе с гостями, водителей электрокаров, службы охраны... Но в этот раз это выглядело как исключение на фоне безалаберности, формальной внимательности и бесконечных примеров бездумного реагирования-нереагирования на обращения и просьбы. Такое впечатление, что люди, работающие в сервисе не понимают смысла своей работы и не осознают цели. Отдельное спасибо Анне из службы по работе с гостями, которая искренне пыталась помочь, переживала, старалась и стала ""моим персональным"" и надежным помощником в этом увы в этот раз далеком от совершенного гостеприимства пространстве. Отдельное спасибо и восхищение всем, кто создает и поддерживает невероятную красоту садов! Я очень желаю, чтобы сервис Мрии достиг той же гармонии, которую там предлагает природа и деликатно реализуют люди, работающие в парках и садах!"
Bere t,1,1648114859.091057,Полнейший неадекват с ценой за сьем жилья! 100000 за сутки это каким надо быть упоротым скрепоносным ватником?!
Мария Ганьшина,4,1648114859.091057,Популярный отель с прекрасной инфрастуктуройРаботаю здесь …
Катя Леонтьева,5,1648114859.091057,"1. Общая неинформативность всего происходящего. мне нико не мог сказать, когда шоу поющего фонтана.В итоге мониторили все эти дни - фонтана не было. Но НИКТО из отеля мне не мог просто ответить, что шоу сейчас нет. Огорчило, что все вечерние шоу проходили в клубе, а не в амфитеатре. Погода стояла чудесная, люди вечером, хотя на воздухе находиться, а не в помещении. В итоге так и пошли ни на одну программу. 2. Дримвуд. очень расстраивали очереди, простояли полчаса на жаре на атракцион Джипы. хорошо бы если гостей отеля пускать хотя бы через одного-двух негостей, тк в очереди их отеля стояли только мы одни, остальные были неместные. 3. Питание Азур. Вот честно, раньше было разнообразнее и некоторые блюда вкуснее, у вас сменился шеф-повар? Очень расстроило что пропала пицца."
Лысенко Сергей,5,1648114859.091057,…
Иван Соболев,5,1648114859.091057,"Это действительно отель 5*! Сервис, территория, еда, короче аналоги в России вряд-ли есть. Если вы действительно хотите ощутить настоящий дорогой сервис, то вам именно сюда!"
Mike in Good,5,1648114859.091057,"Всем респект, особенно парку дримвуд и веревочному городку))"
Fury Legend,1,1648114859.091057,Разрушенные ожидания.
Случайный Пчеловод Михаил,5,1648114859.091057,Отличный отель посредине Крыма. Качественное и разнообразное питание. Огромная территория зелёная. Тёплый бассейн 3 шт.
Игорь Беседа,5,1648114859.091057,Восхитительное место для всей семьи. Вход в парк 1800 рублей.
Елизавета Воронова,5,1648114859.091057,"Место хорошее, ехать отдыхать туда стоит. Местоположение е у моря, есть бассейны закрытые и открытые, детские и с морской водой. Есть бесплатный для отдыхающих парк аттракционнов. Разнообразные парки для отдыха с детьми, детская комната, анимация. Очень большая разнообразная программа для детей, подростков и взрослый. Номера большие, комфортные. Удобные кровати и подушки. В номерах кондиционер, чайник, чашки, ложки, стаканы. Есть весы, для взвешивания себя или чемодана в номере. Фен. Можно попросить детские принадлежности для комфортного отдыха с детьми (бесплатно). Разнообразный шведский стол. Детское меню, меню детокс, европейское меню и плюс устраивают вечера каких либо кухонь (японская, армянская и ещё какая то была). Очень большая территория отеля, есть свой винный парк, чайные домики, живёт черепаха, многя лягушек и рыба ол ших размеров в искусственной водоёме. Много арт объектов, есть на что посмотреть. Плюс к путевке консультации врачей, лечение и спа процедуры. Можно сделать и дополнительные анализы, фгдс, ЭКГ и прочее. Назначают различные ванны, лечебные души, лфк разных направлений, соевые пещеры, массаж и приём минеральные воды Бювет. Очень много всего. Возможно, что все и не посетить за отпуск. Рекомендую!!!"
Строков Артем,5,1648114859.091057,"я не один раз был в этом отеле и могу сказать здесь ты понимаешь за что платишь огромная красивая территория просторный пляж множество ресторанов свой парк аттракционов также отдельно хотелось бы отметить анимацию , почти каждый час происходит что-то что может занять и взрослого и ребёнка и подростка, хочу отдельно отметить самого позитивного и веселого аниматора Яковлева Даню это один из самых жизнерадостных людей которых я встречал . Он один из тех кто может развлечь любого человека независимости от возраста . Огромное спасибо Мрие за прекрасный отпуск ."
Маша Иванова,4,1648114859.091057,"Очень большая и красивая территория. Для детей есть Дриммвуд. Есть закрытый бассейн и два открытых. Много гамачков, лежаночек и скамеечек, где  одно отдохнуть в тени. Во время нашего отдыха, открыли винный парк. Побывали на башне, стоимость 1500р на человека. Просто подняться на башню и посмотреть вниз). Ванная комната стеклянная.. Многие гости несколько смущались, если в номере проживали дети. Окна из номера выходили на стройку и вертолетную площадку. При открытом балконе очень шумно. Рядом вип виллы.. Наверно им тоже шумновато). Наша путёвка была с лечением... Базовая программа ни о чем.. Мой комплект назывался Здоровые суставы. В программу входили три процедуры лазера, три обёртывания грязью и ванночки с хвойными экстрактом. Лазер и грязь только колени или тазобедренный сустав. Если хочешь больше процедур или другие зоны, то за отдельные деньги. Есть косметические процедуры. Оплачивается отдельно, цены как в Москве. Аппаратура и препараты качественные, косметолог квалифицированный. В целом отдохнули очень не плохо, даже с учётом перечисленных минусов. Что очень расстоило и не соответствует 5 звездам, так это уборка номеров. На сайте указано, что заселение в 14.00, по факты мы в номере оказались в 17.00. И отдельная тема экскурсии.. Стоимость порядка 3-4 тыс на человека. Мы были в Севастополе... Просто жалко выброшеных денег... Экскурсовод не мог двух слов связать. Экскурсия в Воронцовский и Ливадийский дворец понравилась больше. По ценам в отеле и ресторанах и магазинах при отеле уже все написали, завышены и сильно."
Mark Syuzyumov,5,1648114859.091057,"Хороший отель,хороший персонал Правда в последний день когда уезжали был очень грязный бассейн"
Артем,5,1648114859.091057,Шикарное место …
Ксения Камнева,5,1648114859.091057,"Мой отпуск тоже подходит к концу! Я хочу сказать большое спасибо, анимации и различениям ) И лично выделить аниматора, который находит подход абсолютно к каждому. Алим, спасибо, за то что сделал этот отпуск красочнее и превратил скучные моменты в яркие) это навсегда останется в моей памяти"
Наталья Суханова,5,1648114859.091057,"Шикарный отель.Прекрасный медцентр.С территорией заморочились.Каждый куст красив.Есть японский сад.Парк развлечений.Персонал услужлив.Вроде все прекрасно,НО!За все услуги платишь нереальные деньги.Вино крымское,капец дорогое.коктейль на пляже от 300 до 600.Короче путевка плюс столько же с собой.А так все отлично.В медцентре тоже все дорого.Но все носят на руках.И!Вишенка на торте:в день отъезда ,в 12.00.карета превращается в тыкву.Ты не можешь посешщать главный ресторан бесплатно.Если честно,откроют турцию,мы на наши курорты не поедем.Сюда не хочу больше.Вроде и не бедные,но таким нищебродом давно не чуствовала себя."
Anna Kuznet ova,5,1648114859.091057,Одна любовь
Мария Бондаренко,5,1648114859.091057,Это был не забываемый отдых!!! Все на высшем уровне!!! Отдельно хочется отметить занятия по аквааэробике и именно с Алимом. Позитивный заряд энергии! Положительные эмоции на весь день!!!
Андрей Лупич,1,1648114859.091057,"Я узнал, что такое всё включено по русски в этом отеле. Слов не подберу."
Мария Чернобровкина,4,1648114859.091057,"Отличный ресторан японской кухни. Японский сад - полный восторг, особенно рекомендую чайного сомелье -Владислава."
Алексей Мирошниченко,4,1648114859.091057,"Территория шикарная, очень красиво, в отделение были, но, думаю за такую сумму, там тоже все отлично. Ставлю 4 лишь из-за того, что при бюджете и финансовом обороте в Мрие, парк могли сделать более большим, особенно горки, пустить их хотя бы по всему периметру Дримвуда и плющ сделать выше и пару еще чего-нибудь впихнуть. Персонал очень приветливый и дружелюбный."
Mamikon Muradyan,5,1648114859.091057,…
Татьяна Устинова,5,1648114859.091057,"Отдыхали с 25 апреля по 5 мая 2021 г. Замечательный отель ,обслуживание . Ресторан -чудо ,есть всё и детский стол и детокс,десерты бомбические ,украшения блюд фантастика ,как фотозону использовать можно))) Большое впечатление от развлекух и аниматоров.Большое впечатление произвел Илья ,когда он проводит игры происходит настоящее шоу ,забываешь о времени и хочется только зажигать. Игры в воде это вообще самое увлекательное,командный дух .Вообщем отрыв мыслей от всего . Детям конечно понравился Дримвуд ,ждём новых аттракционов к следующему отдыху,аниматоры молодцы, с таким количеством деток играют и даже можно оставить на некоторое время и пойти тоже поиграть  Нам понравилось.Приедем ещё и будем рекомендовать друзьям и близким ."
Киселева Ольга,4,1648114859.091057,"Совершенно невообразимая цена на позиции винной карты. Уборка не всегда вовремя, иногда приходилось обращаться в службу по взаимодействию с гостями. За весь срок пребывания, так и не смогли нормально закрепить плотные шторы, хотя дважды пыталась объяснить суть проблемы (закрывались неплотно, в глаза  и ночью, и, особенно, утром бил свет). Очень громко, на весь отель, работает команда анимации - занимается 5-10 человек - весь! отель должен это слушать. НО!! прекрасная, ухоженная, красивая территория, доброжелательный отзывчивый персонал, исключительная широта перечня предоставляемых услуг, в целом, очень высокий (для нашей любимой Родины) уровень сервиса. Цена завышена. Откроют Европу - за такие деньги уже и не поедем. Хотя, будет жаль!"
